ID,condition,condition_code,acknowledge_purchase,postpurchase_support,interaction,age,gender,initial_confidence,initial_satisfaction,price_sensitivity,PAL1,PAL2,PAL3,PAL4,PAL,TRU1,TRU2,TRU3,TRU4,Trust,CLO1,CLO2,CLO3,CLO4,CLO5,Closure,CFT1,CFT2,CFT3,CFT4,Counterfactual,REG1,REG2,REG3,REG4,Regret,MAN1,MAN2,MAN3,MAN4,MAN5,ManipIntent,IRR1,IRR2,IRR3,IRR4,IRR5,Irritation,choice_reversal,behavior_choice,view_policy,hide_ad
S2-0101,NoAck+Alternative,0,0,0,0,22,Male,6,6,4,3,2,2,3,2.5,3,3,3,3,3.0,3,2,3,2,3,2.6,6,5,5,5,5.25,4,5,5,6,5.0,4,4,4,5,5,4.4,4,4,3,4,3,3.6,0,Retain,0,0
S2-0102,NoAck+Support,2,0,1,0,37,Female,4,5,4,3,4,3,3,3.25,5,5,5,6,5.25,5,4,5,6,5,5.0,3,3,3,3,3.0,3,2,3,2,2.5,2,2,2,3,2,2.2,2,2,3,4,3,2.8,0,Retain,0,0
S2-0103,NoAck+Alternative,0,0,0,0,47,Female,5,4,3,4,3,3,4,3.5,3,2,2,2,2.25,3,4,3,3,4,3.4,5,4,4,4,4.25,3,4,4,4,3.75,5,4,5,4,4,4.4,5,4,4,4,4,4.2,0,Retain,0,1
S2-0104,NoAck+Support,2,0,1,0,25,Male,6,6,5,6,6,5,7,6.0,5,6,5,5,5.25,4,5,5,6,5,5.0,4,4,4,4,4.0,3,4,4,4,3.75,4,2,3,3,4,3.2,2,3,3,2,4,2.8,0,Retain,0,0
S2-0105,Ack+Support,3,1,1,1,25,Male,6,5,6,5,4,6,6,5.25,5,5,5,5,5.0,5,6,5,6,5,5.4,3,1,3,3,2.5,3,2,2,3,2.5,1,2,2,1,1,1.4,1,3,2,2,2,2.0,0,Retain,0,0
S2-0106,NoAck+Alternative,0,0,0,0,24,Female,6,5,7,4,2,3,4,3.25,5,4,4,6,4.75,3,4,3,4,4,3.6,4,5,4,5,4.5,4,3,4,6,4.25,2,3,3,2,2,2.4,3,3,2,3,3,2.8,0,Retain,1,0
S2-0107,Ack+Alternative,1,1,0,0,21,Female,4,5,7,5,5,5,6,5.25,4,3,3,4,3.5,3,4,3,3,3,3.2,5,4,3,4,4.0,5,5,5,4,4.75,4,5,4,5,5,4.6,5,4,4,5,5,4.6,1,Exchange,0,1
S2-0108,NoAck+Alternative,0,0,0,0,18,Female,4,6,5,3,3,2,2,2.5,3,2,3,3,2.75,3,3,3,3,4,3.2,4,5,6,5,5.0,5,4,5,6,5.0,4,4,3,6,4,4.2,3,3,3,3,3,3.0,0,Retain,0,0
S2-0109,Ack+Alternative,1,1,0,0,33,Female,4,5,6,5,4,4,5,4.5,3,4,3,3,3.25,4,2,3,3,3,3.0,5,5,6,5,5.25,4,5,4,5,4.5,6,5,6,6,7,6.0,5,5,5,5,5,5.0,1,Exchange,0,0
S2-0110,Ack+Alternative,1,1,0,0,29,Female,5,5,4,5,5,5,5,5.0,3,3,5,3,3.5,4,4,4,4,4,4.0,5,6,6,5,5.5,5,3,5,5,4.5,5,5,5,5,5,5.0,5,5,4,4,4,4.4,0,Retain,0,0
S2-0111,NoAck+Alternative,0,0,0,0,31,Female,5,5,5,3,2,5,3,3.25,4,4,6,5,4.75,3,2,3,3,2,2.6,5,6,5,6,5.5,5,6,5,5,5.25,3,4,3,3,2,3.0,4,4,5,4,4,4.2,1,Exchange,0,0
S2-0112,Ack+Alternative,1,1,0,0,27,Female,6,5,5,5,6,6,5,5.5,4,3,3,3,3.25,2,2,1,2,2,1.8,6,6,7,6,6.25,5,4,4,5,4.5,5,6,5,6,6,5.6,4,5,5,4,4,4.4,0,Retain,0,1
S2-0113,Ack+Support,3,1,1,1,39,Female,6,4,5,5,5,6,7,5.75,5,5,5,5,5.0,5,5,6,7,6,5.8,2,2,2,2,2.0,1,2,2,3,2.0,3,3,3,3,2,2.8,2,3,2,4,3,2.8,0,Retain,0,0
S2-0114,Ack+Alternative,1,1,0,0,25,Female,5,4,5,4,5,5,5,4.75,5,5,4,4,4.5,3,3,3,4,4,3.4,4,5,6,6,5.25,5,5,5,5,5.0,5,4,4,4,5,4.4,5,5,5,5,4,4.8,1,Exchange,0,0
S2-0115,Ack+Support,3,1,1,1,24,Male,5,6,6,5,5,5,6,5.25,4,5,5,5,4.75,5,6,5,5,5,5.2,2,2,3,2,2.25,2,3,2,2,2.25,4,3,4,3,3,3.4,1,2,2,1,2,1.6,0,Retain,0,1
S2-0116,Ack+Alternative,1,1,0,0,41,Male,5,7,6,5,5,5,6,5.25,5,4,3,4,4.0,4,4,4,5,4,4.2,5,4,6,5,5.0,4,4,5,4,4.25,5,5,5,5,5,5.0,4,5,5,6,5,5.0,0,Retain,0,0
S2-0117,NoAck+Alternative,0,0,0,0,18,Male,5,5,4,4,3,4,4,3.75,3,4,4,3,3.5,4,3,5,4,4,4.0,5,5,4,6,5.0,5,5,6,4,5.0,5,5,5,4,4,4.6,4,3,4,3,3,3.4,0,Retain,0,0
S2-0118,NoAck+Support,2,0,1,0,35,Male,6,5,6,3,5,5,4,4.25,4,4,4,5,4.25,5,4,4,5,6,4.8,3,3,4,3,3.25,2,2,2,2,2.0,4,3,4,3,4,3.6,3,3,4,2,2,2.8,0,Retain,0,0
S2-0119,Ack+Support,3,1,1,1,40,Male,6,5,4,6,6,6,6,6.0,5,5,6,6,5.5,5,5,6,6,6,5.6,2,2,2,2,2.0,2,2,1,2,1.75,2,3,2,2,2,2.2,2,2,4,3,2,2.6,0,Retain,0,0
S2-0120,NoAck+Support,2,0,1,0,42,Female,6,5,5,3,3,4,4,3.5,6,5,6,6,5.75,4,5,5,5,5,4.8,3,3,3,3,3.0,2,3,3,3,2.75,3,3,3,4,3,3.2,2,2,3,2,2,2.2,1,Cancel,0,0
S2-0121,NoAck+Support,2,0,1,0,31,Male,7,5,5,5,4,6,4,4.75,5,5,6,5,5.25,5,5,5,6,5,5.2,4,4,4,3,3.75,4,4,3,4,3.75,3,3,1,2,1,2.0,3,2,3,3,3,2.8,0,Retain,0,0
S2-0122,NoAck+Support,2,0,1,0,53,Male,6,5,4,4,5,4,4,4.25,4,4,5,4,4.25,4,5,5,5,4,4.6,3,3,1,2,2.25,3,2,2,3,2.5,3,2,2,3,3,2.6,3,4,3,2,3,3.0,0,Retain,0,0
S2-0123,Ack+Support,3,1,1,1,27,Male,4,6,5,5,6,6,5,5.5,6,6,6,6,6.0,5,5,5,5,6,5.2,2,3,3,2,2.5,1,2,1,1,1.25,2,2,3,2,2,2.2,2,2,3,3,3,2.6,0,Retain,0,0
S2-0124,NoAck+Support,2,0,1,0,30,Female,4,4,5,4,4,4,4,4.0,4,6,5,4,4.75,4,3,4,4,2,3.4,4,3,4,3,3.5,4,3,3,4,3.5,2,2,3,2,2,2.2,3,3,2,2,2,2.4,0,Retain,0,0
S2-0125,NoAck+Alternative,0,0,0,0,18,Female,6,5,6,4,4,4,4,4.0,5,4,4,5,4.5,4,4,5,4,4,4.2,4,5,4,4,4.25,3,5,5,4,4.25,4,4,4,5,3,4.0,3,3,4,4,2,3.2,0,Retain,0,0
S2-0126,NoAck+Alternative,0,0,0,0,27,Male,5,6,4,3,3,3,3,3.0,2,3,3,3,2.75,3,2,4,3,3,3.0,5,5,5,5,5.0,5,5,4,5,4.75,5,5,5,5,5,5.0,3,3,4,3,5,3.6,0,Retain,0,0
S2-0127,Ack+Alternative,1,1,0,0,26,Female,5,3,6,5,5,5,5,5.0,4,3,4,3,3.5,3,4,3,3,3,3.2,5,5,6,5,5.25,6,7,6,7,6.5,5,4,5,4,5,4.6,4,4,5,4,4,4.2,1,Cancel,1,0
S2-0128,NoAck+Support,2,0,1,0,34,Female,6,6,4,5,5,4,4,4.5,5,4,4,4,4.25,6,5,6,5,5,5.4,2,3,3,3,2.75,2,3,2,3,2.5,3,2,3,2,3,2.6,3,4,3,3,3,3.2,0,Retain,0,0
S2-0129,NoAck+Alternative,0,0,0,0,22,Male,6,6,5,3,2,2,2,2.25,1,2,3,1,1.75,3,3,4,3,2,3.0,6,5,6,6,5.75,5,6,6,5,5.5,5,5,4,5,6,5.0,3,3,4,5,6,4.2,0,Retain,1,0
S2-0130,NoAck+Support,2,0,1,0,18,Male,4,6,4,4,4,4,4,4.0,6,5,5,5,5.25,4,4,4,4,5,4.2,3,4,5,4,4.0,4,4,4,4,4.0,3,3,3,2,3,2.8,2,1,1,1,2,1.4,1,Cancel,0,0
S2-0131,Ack+Alternative,1,1,0,0,52,Male,5,6,4,5,6,6,5,5.5,3,4,3,3,3.25,3,2,2,2,2,2.2,6,6,5,5,5.5,5,5,6,5,5.25,6,5,5,4,6,5.2,4,4,5,5,5,4.6,1,Exchange,0,0
S2-0132,NoAck+Support,2,0,1,0,35,Male,6,6,5,4,5,5,4,4.5,4,5,5,6,5.0,4,4,5,5,5,4.6,3,3,3,4,3.25,3,3,4,2,3.0,2,3,3,2,2,2.4,3,3,3,3,4,3.2,1,Exchange,0,0
S2-0133,Ack+Alternative,1,1,0,0,45,Nonbinary/Other,5,6,3,6,5,5,5,5.25,4,3,4,4,3.75,3,3,4,4,5,3.8,5,5,6,5,5.25,7,5,5,4,5.25,5,4,6,6,5,5.2,3,4,4,3,4,3.6,0,Retain,0,0
S2-0134,Ack+Support,3,1,1,1,27,Male,6,4,5,5,5,6,6,5.5,5,5,6,6,5.5,5,5,6,5,4,5.0,2,2,1,2,1.75,2,2,2,3,2.25,3,3,3,2,4,3.0,3,4,3,4,3,3.4,0,Retain,0,0
S2-0135,Ack+Support,3,1,1,1,18,Female,5,6,5,7,7,7,7,7.0,5,5,6,5,5.25,6,5,5,6,6,5.6,3,2,3,3,2.75,3,3,4,3,3.25,2,3,3,3,3,2.8,3,3,3,2,2,2.6,0,Retain,0,0
S2-0136,Ack+Alternative,1,1,0,0,28,Male,5,5,2,6,6,6,6,6.0,4,4,4,4,4.0,4,3,4,4,4,3.8,5,5,5,5,5.0,4,4,5,4,4.25,4,5,5,5,4,4.6,5,4,5,5,5,4.8,0,Retain,1,0
S2-0137,NoAck+Support,2,0,1,0,32,Male,6,6,4,4,4,4,4,4.0,5,4,5,5,4.75,6,5,4,5,5,5.0,2,2,3,2,2.25,2,2,2,2,2.0,2,2,1,2,2,1.8,2,2,3,2,2,2.2,0,Retain,0,0
S2-0138,Ack+Support,3,1,1,1,31,Female,5,5,4,5,6,6,6,5.75,4,5,5,4,4.5,6,7,7,6,7,6.6,1,2,1,2,1.5,1,1,2,1,1.25,3,2,2,2,2,2.2,1,2,2,1,2,1.6,0,Retain,0,0
S2-0139,NoAck+Support,2,0,1,0,26,Female,5,6,4,5,5,4,5,4.75,5,5,4,5,4.75,5,5,4,5,4,4.6,3,4,2,4,3.25,3,3,3,3,3.0,3,2,4,3,2,2.8,3,3,1,3,3,2.6,0,Retain,1,0
S2-0140,Ack+Support,3,1,1,1,24,Female,6,5,6,5,6,6,6,5.75,6,7,6,6,6.25,5,5,6,6,6,5.6,2,3,2,2,2.25,1,1,2,2,1.5,1,1,1,2,1,1.2,3,3,3,3,3,3.0,0,Retain,0,0
S2-0141,NoAck+Support,2,0,1,0,32,Female,6,5,5,4,4,5,5,4.5,3,4,4,4,3.75,4,5,5,4,5,4.6,3,3,4,4,3.5,3,3,4,3,3.25,2,3,3,3,4,3.0,2,1,2,2,1,1.6,0,Retain,0,0
S2-0142,NoAck+Support,2,0,1,0,18,Female,5,5,4,4,4,5,5,4.5,5,5,5,5,5.0,5,5,6,6,6,5.6,3,3,2,3,2.75,3,2,2,1,2.0,4,2,3,2,3,2.8,3,4,3,3,3,3.2,0,Retain,0,0
S2-0143,NoAck+Support,2,0,1,0,25,Female,4,5,6,6,5,7,5,5.75,6,6,7,5,6.0,4,4,4,5,4,4.2,4,3,4,4,3.75,4,3,3,3,3.25,1,2,2,2,2,1.8,3,3,2,3,3,2.8,0,Retain,0,0
S2-0144,NoAck+Support,2,0,1,0,34,Male,6,7,5,4,4,5,5,4.5,5,5,5,6,5.25,5,5,4,5,5,4.8,3,3,3,3,3.0,3,2,3,3,2.75,2,2,2,3,2,2.2,2,3,2,2,4,2.6,1,Cancel,1,0
S2-0145,NoAck+Alternative,0,0,0,0,32,Female,6,4,4,4,4,3,4,3.75,3,3,3,3,3.0,3,3,3,3,4,3.2,5,5,5,5,5.0,5,6,4,6,5.25,5,4,6,4,5,4.8,5,5,5,5,4,4.8,1,Exchange,0,0
S2-0146,Ack+Support,3,1,1,1,26,Female,5,6,6,6,5,5,6,5.5,5,6,5,5,5.25,6,5,5,5,6,5.4,2,3,2,3,2.5,2,3,2,2,2.25,4,5,3,3,4,3.8,2,3,1,2,3,2.2,0,Retain,0,0
S2-0147,NoAck+Alternative,0,0,0,0,20,Male,6,5,5,3,4,3,5,3.75,4,4,4,3,3.75,4,4,4,3,4,3.8,5,4,5,5,4.75,5,4,4,6,4.75,3,4,4,3,3,3.4,5,4,4,4,5,4.4,0,Retain,0,1
S2-0148,NoAck+Alternative,0,0,0,0,40,Female,6,6,6,3,3,3,3,3.0,3,4,3,4,3.5,3,3,3,3,3,3.0,4,5,5,5,4.75,4,4,5,5,4.5,4,4,4,4,5,4.2,4,5,4,4,5,4.4,0,Retain,1,0
S2-0149,Ack+Support,3,1,1,1,23,Female,6,5,3,5,6,5,6,5.5,6,6,6,5,5.75,6,6,4,5,5,5.2,3,4,3,3,3.25,3,3,2,2,2.5,1,2,2,1,2,1.6,2,3,3,3,3,2.8,0,Retain,0,0
S2-0150,NoAck+Support,2,0,1,0,27,Female,5,6,4,4,4,4,3,3.75,4,4,5,4,4.25,4,4,4,5,5,4.4,3,3,3,3,3.0,3,3,3,3,3.0,3,3,3,3,3,3.0,2,3,3,2,2,2.4,0,Retain,0,0
S2-0151,Ack+Alternative,1,1,0,0,18,Female,5,6,5,5,5,5,6,5.25,3,4,4,4,3.75,3,3,3,3,3,3.0,6,5,6,6,5.75,6,5,5,5,5.25,5,5,5,5,5,5.0,3,3,3,3,3,3.0,0,Retain,1,0
S2-0152,NoAck+Alternative,0,0,0,0,36,Male,5,6,4,3,4,4,3,3.5,3,3,3,4,3.25,4,3,3,4,4,3.6,5,5,5,5,5.0,3,4,5,6,4.5,5,4,5,5,5,4.8,4,4,4,5,3,4.0,0,Retain,0,0
S2-0153,Ack+Support,3,1,1,1,35,Male,6,5,4,5,6,5,6,5.5,6,6,5,7,6.0,5,5,6,6,6,5.6,4,3,2,3,3.0,3,2,3,2,2.5,3,2,3,4,2,2.8,4,4,3,3,3,3.4,0,Retain,0,0
S2-0154,NoAck+Support,2,0,1,0,29,Male,5,7,3,4,5,5,6,5.0,6,5,5,6,5.5,5,6,5,4,6,5.2,3,3,3,2,2.75,2,2,2,2,2.0,2,2,2,2,1,1.8,3,2,3,4,3,3.0,0,Retain,0,0
S2-0155,Ack+Support,3,1,1,1,29,Female,6,5,5,5,6,5,5,5.25,6,6,6,6,6.0,7,6,5,6,7,6.2,2,1,2,2,1.75,3,3,2,1,2.25,2,2,2,2,2,2.0,1,2,2,1,1,1.4,0,Retain,0,0
S2-0156,NoAck+Alternative,0,0,0,0,32,Female,5,5,4,3,4,5,5,4.25,5,4,4,4,4.25,3,3,4,4,3,3.4,4,5,4,5,4.5,5,4,6,4,4.75,4,4,3,4,4,3.8,5,5,4,4,4,4.4,1,Exchange,0,0
S2-0157,Ack+Support,3,1,1,1,31,Male,5,5,7,6,7,6,6,6.25,6,6,4,6,5.5,5,5,5,6,5,5.2,3,3,4,3,3.25,2,2,3,3,2.5,3,1,2,3,1,2.0,1,2,2,2,2,1.8,0,Retain,0,0
S2-0158,Ack+Alternative,1,1,0,0,45,Male,5,3,5,4,4,4,4,4.0,4,4,4,4,4.0,4,4,4,3,4,3.8,6,6,5,5,5.5,4,5,4,4,4.25,5,5,6,5,5,5.2,4,4,5,4,5,4.4,0,Retain,0,0
S2-0159,Ack+Support,3,1,1,1,30,Female,5,5,3,6,6,7,7,6.5,6,6,6,6,6.0,6,7,7,6,7,6.6,1,1,2,1,1.25,1,2,1,2,1.5,1,1,2,1,2,1.4,3,3,4,2,2,2.8,0,Retain,0,0
S2-0160,NoAck+Alternative,0,0,0,0,29,Female,6,7,3,4,4,4,3,3.75,3,4,3,2,3.0,4,2,4,3,3,3.2,5,5,5,5,5.0,4,4,4,5,4.25,6,5,5,4,5,5.0,4,3,3,3,4,3.4,0,Retain,1,0
S2-0161,Ack+Support,3,1,1,1,27,Female,6,5,5,5,4,5,5,4.75,5,5,5,5,5.0,5,5,6,6,5,5.4,2,2,3,2,2.25,3,2,2,2,2.25,1,2,2,1,1,1.4,2,3,2,3,4,2.8,0,Retain,0,0
S2-0162,NoAck+Support,2,0,1,0,25,Female,5,5,5,5,4,5,5,4.75,5,5,5,6,5.25,5,5,5,5,4,4.8,3,3,2,2,2.5,3,4,3,4,3.5,3,3,3,3,3,3.0,4,3,2,3,4,3.2,0,Retain,0,0
S2-0163,NoAck+Alternative,0,0,0,0,34,Male,5,5,5,4,3,4,4,3.75,4,3,4,3,3.5,3,3,4,3,2,3.0,4,5,6,5,5.0,5,3,5,4,4.25,5,4,4,4,4,4.2,5,4,5,5,5,4.8,0,Retain,1,0
S2-0164,Ack+Alternative,1,1,0,0,27,Male,5,5,5,5,4,5,4,4.5,3,3,3,4,3.25,3,3,4,2,3,3.0,5,5,6,5,5.25,4,5,4,5,4.5,5,6,5,6,5,5.4,4,5,3,5,3,4.0,0,Retain,0,0
S2-0165,NoAck+Support,2,0,1,0,19,Male,7,7,7,5,6,3,5,4.75,5,5,5,6,5.25,5,6,5,5,5,5.2,2,2,3,2,2.25,3,3,3,3,3.0,2,4,4,4,4,3.6,2,2,2,3,3,2.4,0,Retain,0,0
S2-0166,Ack+Alternative,1,1,0,0,22,Female,6,6,4,6,4,6,6,5.5,3,3,3,3,3.0,3,3,3,2,2,2.6,5,5,6,6,5.5,5,5,4,5,4.75,5,5,5,6,5,5.2,4,4,4,3,4,3.8,1,Exchange,0,0
S2-0167,Ack+Support,3,1,1,1,20,Female,4,4,5,6,6,6,6,6.0,7,6,6,7,6.5,7,6,6,6,6,6.2,2,2,2,2,2.0,1,2,2,2,1.75,2,2,2,3,1,2.0,1,2,1,1,1,1.2,0,Retain,1,0
S2-0168,Ack+Support,3,1,1,1,26,Female,5,5,4,5,6,6,5,5.5,4,4,5,5,4.5,4,5,5,6,5,5.0,2,2,2,2,2.0,3,1,2,2,2.0,2,3,2,3,2,2.4,2,1,3,2,2,2.0,0,Retain,0,0
S2-0169,NoAck+Alternative,0,0,0,0,42,Nonbinary/Other,3,5,5,3,3,4,2,3.0,3,3,3,3,3.0,3,4,3,5,4,3.8,4,4,4,4,4.0,3,4,4,4,3.75,4,5,4,5,5,4.6,4,2,3,4,4,3.4,0,Retain,0,0
S2-0170,NoAck+Alternative,0,0,0,0,28,Male,3,6,4,3,4,4,3,3.5,4,2,4,3,3.25,3,3,2,3,2,2.6,5,5,4,5,4.75,5,4,3,4,4.0,5,3,5,5,3,4.2,3,5,3,4,6,4.2,1,Exchange,0,0
S2-0171,Ack+Support,3,1,1,1,31,Male,5,6,5,5,4,5,4,4.5,6,5,4,4,4.75,6,5,6,5,5,5.4,3,3,4,2,3.0,3,3,4,3,3.25,2,2,2,3,3,2.4,2,2,4,3,3,2.8,0,Retain,0,1
S2-0172,NoAck+Support,2,0,1,0,26,Female,5,6,4,5,4,4,4,4.25,4,4,4,5,4.25,4,6,4,5,5,4.8,3,4,2,2,2.75,3,3,3,2,2.75,4,4,4,4,4,4.0,3,3,3,4,3,3.2,0,Retain,0,0
S2-0173,NoAck+Alternative,0,0,0,0,28,Female,5,4,2,3,4,4,3,3.5,5,6,5,5,5.25,2,3,4,4,2,3.0,4,4,5,5,4.5,6,4,4,5,4.75,4,4,4,3,3,3.6,4,5,3,5,5,4.4,0,Retain,0,0
S2-0174,Ack+Alternative,1,1,0,0,23,Male,5,4,6,6,5,5,6,5.5,3,3,3,5,3.5,4,3,4,3,4,3.6,4,4,3,4,3.75,4,5,5,4,4.5,4,6,5,5,5,5.0,3,5,4,4,5,4.2,1,Cancel,1,0
S2-0175,Ack+Support,3,1,1,1,40,Female,5,5,4,6,6,6,5,5.75,5,5,5,7,5.5,7,6,6,7,7,6.6,2,2,2,1,1.75,1,2,1,3,1.75,1,1,1,2,2,1.4,2,3,3,3,2,2.6,0,Retain,0,0
S2-0176,NoAck+Alternative,0,0,0,0,25,Male,4,6,3,5,4,5,4,4.5,3,3,3,3,3.0,3,4,4,4,4,3.8,5,4,4,5,4.5,5,4,5,5,4.75,5,4,5,5,5,4.8,4,6,4,5,4,4.6,0,Retain,0,0
S2-0177,Ack+Support,3,1,1,1,18,Female,5,5,5,5,6,6,7,6.0,5,6,5,5,5.25,6,5,7,6,5,5.8,2,2,1,2,1.75,3,1,1,3,2.0,1,2,2,1,2,1.6,3,2,3,2,2,2.4,0,Retain,0,0
S2-0178,Ack+Support,3,1,1,1,30,Female,6,5,6,6,5,5,7,5.75,4,4,5,4,4.25,6,6,5,5,6,5.6,1,2,2,2,1.75,1,1,3,2,1.75,3,2,3,3,3,2.8,3,3,3,2,3,2.8,0,Retain,0,0
S2-0179,NoAck+Alternative,0,0,0,0,38,Male,5,4,4,4,3,3,4,3.5,4,4,4,3,3.75,3,3,4,4,4,3.6,3,4,4,4,3.75,3,3,5,3,3.5,5,4,5,5,5,4.8,5,5,5,4,5,4.8,0,Retain,0,0
S2-0180,Ack+Support,3,1,1,1,28,Female,4,5,5,6,5,5,6,5.5,6,6,6,6,6.0,5,7,6,7,6,6.2,1,2,2,2,1.75,1,2,2,2,1.75,3,1,1,1,2,1.6,2,1,2,1,2,1.6,0,Retain,0,0
S2-0181,NoAck+Alternative,0,0,0,0,34,Female,5,5,4,3,3,4,3,3.25,4,4,4,3,3.75,3,4,3,2,3,3.0,4,5,4,6,4.75,4,5,5,4,4.5,3,3,3,3,4,3.2,3,3,4,4,3,3.4,1,Exchange,0,0
S2-0182,NoAck+Alternative,0,0,0,0,18,Male,6,4,4,4,3,3,4,3.5,3,3,3,2,2.75,2,3,2,4,3,2.8,5,6,6,6,5.75,5,6,5,5,5.25,5,5,5,7,6,5.6,4,4,3,3,4,3.6,0,Retain,0,0
S2-0183,Ack+Support,3,1,1,1,29,Female,4,5,5,6,5,5,6,5.5,5,5,5,5,5.0,5,5,5,4,6,5.0,3,2,2,2,2.25,3,2,2,2,2.25,3,3,2,4,3,3.0,2,1,1,1,2,1.4,0,Retain,0,0
S2-0184,NoAck+Support,2,0,1,0,27,Male,7,4,6,4,4,5,4,4.25,5,6,5,6,5.5,6,4,4,5,6,5.0,5,4,4,2,3.75,3,2,2,3,2.5,3,2,3,3,2,2.6,4,4,4,4,3,3.8,0,Retain,0,0
S2-0185,Ack+Support,3,1,1,1,30,Female,6,4,6,5,4,6,5,5.0,5,4,6,5,5.0,5,4,6,5,6,5.2,4,2,3,3,3.0,3,2,3,2,2.5,2,2,1,3,2,2.0,2,2,1,2,2,1.8,0,Retain,0,1
S2-0186,Ack+Support,3,1,1,1,25,Female,5,6,5,6,7,5,6,6.0,5,5,5,5,5.0,6,6,5,5,6,5.6,3,2,2,2,2.25,2,2,2,2,2.0,2,1,2,2,2,1.8,4,3,3,3,4,3.4,0,Retain,0,0
S2-0187,Ack+Support,3,1,1,1,25,Male,6,7,5,5,6,6,6,5.75,5,6,4,4,4.75,5,5,5,6,5,5.2,2,3,3,4,3.0,3,2,2,3,2.5,2,1,1,3,1,1.6,2,2,3,2,2,2.2,0,Retain,0,0
S2-0188,NoAck+Support,2,0,1,0,41,Male,5,5,5,5,4,5,5,4.75,5,7,5,6,5.75,6,5,5,6,6,5.6,3,3,3,2,2.75,2,2,1,2,1.75,3,3,3,2,3,2.8,3,2,3,3,2,2.6,0,Retain,0,0
S2-0189,NoAck+Alternative,0,0,0,0,18,Female,4,5,5,3,3,4,4,3.5,5,4,4,4,4.25,4,4,3,4,4,3.8,6,6,5,5,5.5,4,6,4,4,4.5,4,4,3,4,4,3.8,4,4,4,4,5,4.2,0,Retain,0,1
S2-0190,NoAck+Alternative,0,0,0,0,26,Male,6,5,6,3,4,3,5,3.75,5,3,3,4,3.75,3,3,3,4,3,3.2,5,5,6,5,5.25,5,5,7,5,5.5,5,4,4,5,3,4.2,3,4,4,4,3,3.6,0,Retain,0,0
S2-0191,NoAck+Alternative,0,0,0,0,44,Male,6,5,3,5,5,4,5,4.75,6,5,5,4,5.0,3,3,3,4,3,3.2,5,5,5,5,5.0,6,6,6,5,5.75,4,3,4,3,3,3.4,4,4,3,3,4,3.6,1,Exchange,0,0
S2-0192,Ack+Support,3,1,1,1,30,Female,5,6,4,5,5,6,5,5.25,5,4,5,5,4.75,5,5,5,5,5,5.0,3,3,3,2,2.75,1,3,3,3,2.5,2,3,4,5,3,3.4,3,3,4,3,2,3.0,0,Retain,0,0
S2-0193,NoAck+Alternative,0,0,0,0,29,Female,5,6,5,4,3,4,4,3.75,3,5,3,3,3.5,4,4,4,4,4,4.0,5,5,4,3,4.25,4,5,3,5,4.25,4,5,4,5,5,4.6,3,3,2,3,3,2.8,0,Retain,0,0
S2-0194,Ack+Support,3,1,1,1,42,Male,5,6,3,4,5,6,6,5.25,5,5,5,5,5.0,5,5,6,6,5,5.4,2,1,1,2,1.5,2,2,2,2,2.0,2,2,2,1,2,1.8,2,3,3,1,1,2.0,0,Retain,0,0
S2-0195,Ack+Support,3,1,1,1,28,Female,6,6,5,5,6,5,7,5.75,5,6,7,6,6.0,4,5,6,5,6,5.2,3,3,3,3,3.0,2,2,3,3,2.5,3,2,2,2,3,2.4,2,2,2,1,2,1.8,0,Retain,0,0
S2-0196,NoAck+Support,2,0,1,0,28,Female,4,7,4,5,5,5,5,5.0,4,4,3,5,4.0,4,3,4,4,4,3.8,4,5,4,4,4.25,3,4,3,3,3.25,3,4,3,3,3,3.2,4,4,2,3,3,3.2,0,Retain,0,1
S2-0197,Ack+Alternative,1,1,0,0,20,Male,6,6,6,5,6,5,6,5.5,3,3,4,3,3.25,3,3,3,3,4,3.2,5,6,6,6,5.75,4,4,5,4,4.25,7,6,6,6,6,6.2,4,4,4,4,4,4.0,0,Retain,0,0
S2-0198,NoAck+Alternative,0,0,0,0,44,Male,6,5,5,4,4,4,4,4.0,5,3,3,5,4.0,4,3,3,3,4,3.4,5,5,4,4,4.5,4,5,4,4,4.25,4,4,3,3,4,3.6,3,4,3,3,3,3.2,0,Retain,0,0
S2-0199,NoAck+Support,2,0,1,0,26,Female,5,5,4,4,4,5,6,4.75,5,4,5,5,4.75,5,5,4,4,5,4.6,4,3,4,5,4.0,3,3,3,4,3.25,3,2,2,2,3,2.4,4,3,3,3,3,3.2,0,Retain,0,0
S2-0200,Ack+Alternative,1,1,0,0,25,Male,6,5,7,5,4,5,6,5.0,3,3,3,4,3.25,4,3,2,3,3,3.0,5,4,6,4,4.75,3,4,4,5,4.0,5,6,5,5,6,5.4,3,4,4,4,4,3.8,0,Retain,0,0
S2-0201,NoAck+Alternative,0,0,0,0,23,Male,4,6,4,3,4,3,4,3.5,3,2,4,3,3.0,3,4,3,3,3,3.2,4,5,6,5,5.0,4,6,6,5,5.25,4,5,3,4,3,3.8,3,3,4,5,5,4.0,0,Retain,1,0
S2-0202,NoAck+Support,2,0,1,0,31,Male,6,7,5,3,3,3,3,3.0,4,5,5,5,4.75,6,6,6,7,6,6.2,2,3,1,2,2.0,2,1,2,2,1.75,2,3,3,3,4,3.0,2,4,2,2,3,2.6,0,Retain,0,0
